id,category,level,kana,phrase,phrase_en,answer,group,explanation
1208,Git大ピンチ,21,R,コミット履歴が「fix」「fix2」「fix3」だらけ,Your commit history is messy.,git rebase -i,engineer,細かすぎる・分かりにくいコミット履歴を、後からまとめたり整理したりできるのが「git rebase -i」（対話的リベース）。
1209,Git大ピンチ,29,S,上司に呼ばれた。今の作業を消さずに別ブランチへ行きたい,You must switch tasks immediately.,git stash,engineer,今の作業中の変更をコミットせずに一時的に退避させ、あとで元に戻せるようにするのが「git stash」。
1210,Git大ピンチ,22,P,自分だけ動く。みんなには見えない,Only your machine has the changes.,git push,engineer,ローカルでコミットした変更は、「git push」でリモートリポジトリへ送らない限り他の人からは見えない。
1211,Git大ピンチ,38,P,取り込みしないまま続けたら地獄のコンフリクト,You skipped pull before starting work.,git pull,engineer,リモートの最新の変更を「git pull」で定期的に取り込まずに作業を続けると、後でまとめて取り込む際に大量のコンフリクト（衝突）が起きやすくなる。
1212,Git大ピンチ,30,F,最新は見たい。でもまだ混ぜたくない,You only want the latest remote state.,git fetch,engineer,リモートの最新情報だけを取得し、自分の作業には反映（マージ）しない、というのが「git fetch」。「git pull」と違い自動では取り込まない。
1213,Git大ピンチ,39,R,昨日の作業全部なかったことにしたい,You want to discard yesterday's work.,git reset --hard,engineer,直近のコミット・変更内容を含めて、作業ディレクトリごと指定した状態へ強制的に戻すのが「git reset --hard」。
1214,Git大ピンチ,44,R,本番に出したコミットだけ安全に取り消したい,Undo only one released commit.,git revert,engineer,履歴を書き換えずに、指定したコミットの変更内容を打ち消す新しいコミットを作るのが「git revert」。既に公開・本番反映済みの変更を安全に取り消す際に使う。
1215,Git大ピンチ,45,C,あのバグ修正だけ今のブランチにも欲しい,You only need one commit.,git cherry-pick,engineer,別のブランチにある特定の1つのコミットだけを選んで、今のブランチに取り込むのが「git cherry-pick」。
1216,Git大ピンチ,40,B,「誰がこのバグ入れた？」会議室が静まり返る,Who introduced this bug?,git blame,engineer,ファイルの各行が最後にどのコミット・誰によって変更されたかを表示するのが「git blame」。
1217,Git大ピンチ,23,S,このコミット、本当に何を変更した？,What exactly changed in this commit?,git show,engineer,特定の1つのコミットの内容（変更差分やメッセージ）を詳しく確認できるのが「git show」。
1218,Git大ピンチ,31,R,リモートが増えすぎてpush先が分からない,Too many remotes. Which one am I using?,git remote -v,engineer,登録されているリモートリポジトリの一覧とそのURLを確認できるのが「git remote -v」。
1219,Git大ピンチ,17,C,知らない名前でコミットされていた,Your commit author is wrong.,git config --global,engineer,コミットに記録される名前やメールアドレスは「git config --global」で設定する。設定していないと意図しない名前でコミットされてしまう。
1220,Git大ピンチ,32,T,v2.0ってどのコミット？誰も分からない,Nobody knows where version 2.0 is.,git tag,engineer,特定のコミットにバージョン名などの目印を付けて後から分かりやすくするのが「git tag」。
1221,Git大ピンチ,24,R,間違えてファイルを削除してしまった,You deleted the wrong file.,git restore,engineer,誤って削除・変更してしまったファイルを、直前にコミットした状態へ戻すのが「git restore」。
1222,Git大ピンチ,33,C,ブランチを切り替えたらファイルが消えた,Files disappeared after switching branches.,git checkout,engineer,ブランチを切り替える「git checkout」は作業ディレクトリの内容もそのブランチの状態に置き換えるため、コミットしていない変更やそのブランチに無いファイルは見えなくなる。
1223,Git大ピンチ,13,A,ファイルを追加したのにコミットに入っていなかった,The new file wasn't included.,git add,engineer,新しいファイルもコミット対象にするには「git add」でステージングする必要があり、これを忘れるとコミットに含まれない。
1224,Git大ピンチ,25,C,コミットした瞬間、誤字を見つけた,You spotted a typo right after committing.,git commit --amend,engineer,直前のコミットの内容やメッセージを修正したい場合は、新しくコミットし直すのではなく「git commit --amend」で直前のコミットを直接修正できる。
1225,Git大ピンチ,34,S,コンフリクトを直したつもりなのにまだ終わらない,"You resolved conflicts, but Git disagrees.",git status → git add → git commit,engineer,コンフリクトを解消した後も、「git add」で解決済みであることを伝えてから「git commit」を行うまでがマージ完了の手順。「git status」で状態を確認しながら進めるとよい。
1226,Git大ピンチ,41,S,コンフリクトを直したのに「まだ終わってない」と言われた,Git still thinks the merge isn't finished.,git status → git add → git commit,engineer,コンフリクトの解消はファイルを直すだけでは終わらず、「git add」で解決済みとマークし「git commit」まで行って初めて完了する。
1227,Git大ピンチ,50,R,間違えてmainへpushしてしまった,You accidentally pushed directly to main.,git revert,engineer,誤ってpushしてしまった変更を、履歴を消さずに打ち消す新しいコミットで取り消すのが「git revert」。共有ブランチでは履歴を書き換えないこの方法が安全。
1228,Git大ピンチ,35,S,ブランチを切り替えたいのに変更が邪魔して進めない,Uncommitted changes block switching branches.,git stash → git switch,engineer,コミットしていない変更が残っているとブランチを切り替えられないことがあるため、「git stash」で一旦退避してから「git switch」で切り替える。
1229,Git大ピンチ,46,F,最新を取り込んだら大量コンフリクトになった,Pull caused a huge merge conflict.,git fetch → git merge,engineer,「git fetch」で取得したリモートの最新状態を「git merge」で取り込む際、自分の変更と競合する箇所が多いとコンフリクトも多くなる。
1230,Git大ピンチ,47,L,「昨日動いてた版に戻して」と言われた,Go back to yesterday's version.,git log → git checkout <commit>,engineer,「git log」で過去のコミットを確認し、動いていた時点のコミットへ「git checkout <commit>」で戻ることで、以前の状態を再現できる。
1231,Git大ピンチ,14,S,どのブランチにいるのか分からなくなった,You forgot which branch you're on.,git status,engineer,現在のブランチや変更状況を確認できるのが「git status」。作業前にまず確認する基本のコマンド。
1232,Git大ピンチ,26,D,レビューで「差分が見えません」と言われた,The reviewer can't tell what changed.,git diff,engineer,変更内容の差分を表示する「git diff」を使えば、何がどう変わったのかをレビュアーに具体的に示せる。
1233,Git大ピンチ,27,C,レビュー後に1文字だけ直したい,You only need to fix one typo after review.,git commit --amend,engineer,レビュー指摘のようなちょっとした修正は、新しいコミットを作らず「git commit --amend」で直前のコミットに含めてしまえる。
1234,Git大ピンチ,42,T,リリース版がどのコミットか誰も覚えていない,Nobody knows which commit was released.,git tag,engineer,リリースのタイミングで「git tag」を付けておけば、後からどのコミットがそのバージョンかすぐに分かる。
1235,Git大ピンチ,36,B,「このコード誰が書いた？」全員目をそらした,Nobody admits writing the code.,git blame,engineer,各行を最後に変更した人・コミットを表示する「git blame」を使えば、誰の変更かすぐに特定できる。
1236,Git大ピンチ,43,R,間違えて別ブランチで1時間作業してしまった,You worked on the wrong branch for an hour.,git stash → git switch → git stash pop,engineer,気付いた時点で「git stash」で今の変更を退避し、「git switch」で本来のブランチへ移動してから「git stash pop」で変更を戻せば、作業内容を失わずに済む。
1237,Git大ピンチ,48,C,「その修正だけ持ってきて」と言われた,Only bring over that one fix.,git cherry-pick,engineer,別のブランチにある特定のコミット1つだけを選んで取り込みたいときに使うのが「git cherry-pick」。
1238,Git大ピンチ,49,S,マージした瞬間にビルドが壊れた,The build broke immediately after merging.,git show,engineer,「git show」でマージによって取り込まれたコミットの内容を確認すれば、どの変更がビルドを壊したのか特定しやすくなる。
1239,Git大ピンチ,37,R,リモートが多すぎてpush先を間違えそう,Too many remotes to remember.,git remote -v,engineer,「git remote -v」で登録済みのリモート一覧とURLを確認しておけば、pushする先を間違えにくくなる。
1240,Git大ピンチ,18,G,新しいPCなのにコミットできない,Git isn't configured on the new PC.,git config --global,engineer,新しい環境ではユーザー名やメールアドレスがGitに設定されておらず、「git config --global」で設定するまでコミットできないことがある。
1301,SQLかるた,-,S,取得する列を指定する,Specify which columns to retrieve.,SELECT,engineer,-
1302,SQLかるた,-,F,データを取得するテーブルを指定する,Specify the table to retrieve data from.,FROM,engineer,-
1303,SQLかるた,-,W,条件に一致するデータを取得する,Retrieve data that matches a condition.,WHERE,engineer,-
1304,SQLかるた,-,G,指定した列の値でグループ化する,Group rows by the values of specified columns.,GROUP BY,engineer,-
1305,SQLかるた,-,H,グループ化した後の結果に条件をつける,Filter results after grouping.,HAVING,engineer,-
1306,SQLかるた,-,O,結果を並び替える,Sort the results.,ORDER BY,engineer,-
1307,SQLかるた,-,L,取得する件数を制限する,Limit the number of rows returned.,LIMIT,engineer,-
1308,SQLかるた,-,I,一致する行だけを複数テーブルから結合する,"Join tables, returning only matching rows.",INNER JOIN,engineer,-
1309,SQLかるた,-,L,左側のテーブルを基準に結合する,"Join tables, keeping all rows from the left table.",LEFT JOIN,engineer,-
1310,SQLかるた,-,R,右側のテーブルを基準に結合する,"Join tables, keeping all rows from the right table.",RIGHT JOIN,engineer,-
1311,SQLかるた,-,F,両方のテーブルの行をすべて結合する,"Join tables, keeping all rows from both tables.",FULL OUTER JOIN,engineer,-
1312,SQLかるた,-,U,複数の検索結果を縦に結合する,Combine the results of multiple queries.,UNION,engineer,-
1313,SQLかるた,-,D,重複を除外する,Exclude duplicate rows.,DISTINCT,engineer,-
1314,SQLかるた,-,I,新しい行を追加する,Insert a new row.,INSERT INTO,engineer,-
1315,SQLかるた,-,U,既存の行を更新する,Update existing rows.,UPDATE,engineer,-
1316,SQLかるた,-,D,行を削除する,Delete rows.,DELETE,engineer,-
1317,SQLかるた,-,C,新しいテーブルを作成する,Create a new table.,CREATE TABLE,engineer,-
1318,SQLかるた,-,A,テーブルの構造を変更する,Modify a table's structure.,ALTER TABLE,engineer,-
1319,SQLかるた,-,D,テーブルを削除する,Delete a table.,DROP TABLE,engineer,-
1320,SQLかるた,-,P,行を一意に識別する列を指定する,Designate a column that uniquely identifies each row.,PRIMARY KEY,engineer,-
1321,SQLかるた,-,F,他のテーブルの行を参照する制約,A constraint that references a row in another table.,FOREIGN KEY,engineer,-
1322,SQLかるた,-,N,値が存在しないことを表す,Represents the absence of a value.,NULL,engineer,-
1323,SQLかるた,-,B,指定した範囲内のデータを取得する,Retrieve data within a specified range.,BETWEEN,engineer,-
1324,SQLかるた,-,L,文字列のパターンに一致するか調べる,Check whether a string matches a pattern.,LIKE,engineer,-
1325,SQLかるた,-,I,複数の値のいずれかに一致するか調べる,Check whether a value matches any in a list.,IN,engineer,-
1326,SQLかるた,-,C,行数を数える,Count the number of rows.,COUNT,engineer,-
1327,SQLかるた,-,S,値の合計を求める,Calculate the sum of values.,SUM,engineer,-
1328,SQLかるた,-,A,値の平均を求める,Calculate the average of values.,AVG,engineer,-
1329,SQLかるた,-,A,列やテーブルに別名をつける,Give a column or table an alias.,AS,engineer,-
1330,SQLかるた,-,C,条件によって異なる値を返す,Return different values depending on a condition.,CASE WHEN,engineer,-
1331,SQLかるた,-,C,変更をデータベースに確定する,Commit changes to the database.,COMMIT,engineer,-
1332,SQLかるた,-,R,変更を取り消して元に戻す,Undo changes and revert to the previous state.,ROLLBACK,engineer,-
1401,AWSかるた,-,L,サーバレスでコードを実行する,Run code without managing servers.,Lambda,engineer,-
1402,AWSかるた,-,S,オブジェクトストレージ,Object storage.,S3,engineer,-
1403,AWSかるた,-,D,NoSQLデータベース,A NoSQL database.,DynamoDB,engineer,-
1404,AWSかるた,-,E,仮想サーバーを提供する,Provides virtual servers.,EC2,engineer,-
1405,AWSかるた,-,R,マネージドなリレーショナルデータベース,A managed relational database.,RDS,engineer,-
1406,AWSかるた,-,V,仮想的なネットワーク環境を作る,Create an isolated virtual network.,VPC,engineer,-
1407,AWSかるた,-,I,ユーザーや権限を管理する,Manage users and permissions.,IAM,engineer,-
1408,AWSかるた,-,C,コンテンツ配信網(CDN)サービス,A content delivery network (CDN) service.,CloudFront,engineer,-
1409,AWSかるた,-,R,DNSサービス,A DNS service.,Route 53,engineer,-
1410,AWSかるた,-,A,APIの作成・公開・管理を行う,"Create, publish, and manage APIs.",API Gateway,engineer,-
1411,AWSかるた,-,S,メッセージを溜めておくキューサービス,A queue service for storing messages.,SQS,engineer,-
1412,AWSかるた,-,S,メッセージを配信する通知サービス,A notification service for delivering messages.,SNS,engineer,-
1413,AWSかるた,-,C,リソースの監視やログ収集を行う,Monitor resources and collect logs.,CloudWatch,engineer,-
1414,AWSかるた,-,C,インフラをコードで構築・管理する,Provision and manage infrastructure as code.,CloudFormation,engineer,-
1415,AWSかるた,-,E,コンテナを管理・実行するサービス,A service for managing and running containers.,ECS,engineer,-
1416,AWSかるた,-,E,マネージドなKubernetesサービス,A managed Kubernetes service.,EKS,engineer,-
1417,AWSかるた,-,F,サーバー管理が不要なコンテナ実行環境,A serverless container runtime that needs no server management.,Fargate,engineer,-
1418,AWSかるた,-,E,アプリケーションのデプロイを簡単にする,Simplifies application deployment.,Elastic Beanstalk,engineer,-
1419,AWSかるた,-,A,負荷に応じてサーバー台数を自動調整する,Automatically adjusts server count based on load.,Auto Scaling,engineer,-
1420,AWSかるた,-,E,通信を複数サーバーに振り分ける,Distributes traffic across multiple servers.,Elastic Load Balancing,engineer,-
1421,AWSかるた,-,G,データを抽出・変換・ロードするETLサービス,"An ETL service for extracting, transforming, and loading data.",Glue,engineer,-
1422,AWSかるた,-,A,S3のデータをSQLで分析する,Analyze data in S3 using SQL.,Athena,engineer,-
1423,AWSかるた,-,K,大量のストリーミングデータを処理する,Process large volumes of streaming data.,Kinesis,engineer,-
1424,AWSかるた,-,S,複数のサービスをワークフローでつなぐ,Coordinate multiple services into a workflow.,Step Functions,engineer,-
1425,AWSかるた,-,C,ユーザーの認証や認可を管理する,Manage user authentication and authorization.,Cognito,engineer,-
1426,AWSかるた,-,S,パスワードなどの機密情報を管理する,Manage secrets such as passwords.,Secrets Manager,engineer,-
1427,AWSかるた,-,C,ビルドからデプロイまでを自動化する,Automate the process from build to deployment.,CodePipeline,engineer,-
1428,AWSかるた,-,E,EC2にアタッチするブロックストレージ,Block storage attached to EC2 instances.,EBS,engineer,-
1429,AWSかるた,-,A,高い性能を持つマネージドリレーショナルDB,A high-performance managed relational database.,Aurora,engineer,-
1430,AWSかるた,-,R,大規模なデータウェアハウス,A large-scale data warehouse.,Redshift,engineer,-
1501,Java大ピンチ,10,N,nullのはずの変数を当然のように呼び出してしまった,I called a method on something that turned out to be null.,NullPointerException,engineer,値が入っていない（null）はずの変数のメソッドやフィールドを呼び出そうとすると、Javaでは実行時に「NullPointerException」が発生する。
1502,Java大ピンチ,15,I,ファイルを読み込もうとしたら途中で失敗した,Reading the file failed partway through.,IOException,engineer,ファイルの読み書き中に何らかの理由で処理が失敗すると、入出力に関する例外である「IOException」が投げられる。
1503,Java大ピンチ,28,H,名前で検索したいのに配列だと毎回全部探してしまう,"I wanted to look things up by name, but the array made me scan everything.",HashMap,engineer,配列から名前で探すと先頭から順に全件確認する必要があるが、キーと値を対応付けて管理する「HashMap」を使えばキー（名前）から直接高速に値を取り出せる。
1504,Java大ピンチ,11,A,配列の最後のつもりがその一個先を見ていた,"I thought I was at the last index, but I was already one past it.",ArrayIndexOutOfBoundsException,engineer,配列の添字が実際の要素数を超えてアクセスすると「ArrayIndexOutOfBoundsException」が発生する。最後の要素のつもりで1つ先を指してしまうのは典型的な原因。
1505,Java大ピンチ,35,C,そのクラスは実行時にはどこにも見つからなかった,"At runtime, that class was nowhere to be found.",ClassNotFoundException,engineer,プログラムの実行時に、必要なクラスファイルがクラスパス上に見つからないと「ClassNotFoundException」が発生する。
1506,Java大ピンチ,16,N,文字列を数値に変換しようとしたら数字になっていなかった,"I tried to convert a string to a number, but it wasn't numeric at all.",NumberFormatException,engineer,数字以外の文字を含む文字列を数値へ変換しようとすると「NumberFormatException」が発生する。
1507,Java大ピンチ,17,I,渡された引数がそもそも受け取れない値だった,The argument I received was simply not acceptable.,IllegalArgumentException,engineer,メソッドに渡された引数が、そのメソッドが想定していない不正な値だった場合に投げられるのが「IllegalArgumentException」。
1508,Java大ピンチ,20,I,呼んではいけないタイミングでそのメソッドを呼んでしまった,I called that method at a moment it shouldn't have been called.,IllegalStateException,engineer,オブジェクトの状態がそのメソッドを呼ぶのにふさわしくないタイミングで呼び出すと「IllegalStateException」が発生する。
1509,Java大ピンチ,12,A,0で割ってしまって計算がそこで止まった,"I divided by zero, and the calculation stopped right there.",ArithmeticException,engineer,整数を0で割る演算を行うと「ArithmeticException」が発生し、処理がそこで止まってしまう。
1510,Java大ピンチ,29,C,ループで回している最中にそのコレクションをいじってしまった,I modified the collection while still looping through it.,ConcurrentModificationException,engineer,forループ等でコレクションを走査している最中に、そのコレクション自体へ要素の追加・削除を行うと「ConcurrentModificationException」が発生する。
1511,Java大ピンチ,36,O,メモリを使い切ってJVMがついに音を上げた,"Memory ran out, and the JVM finally gave up.",OutOfMemoryError,engineer,JVMに割り当てられたメモリを使い切ってこれ以上確保できなくなると「OutOfMemoryError」が発生する。
1512,Java大ピンチ,30,S,再帰呼び出しが終わる条件を見失って深くなりすぎた,The recursive calls lost their stopping point and went too deep.,StackOverflowError,engineer,再帰呼び出しが終了条件に達せず深くなりすぎると、呼び出しを積むためのスタック領域を使い切り「StackOverflowError」が発生する。
1513,Java大ピンチ,21,A,配列のつもりだったのに要素を増やしたり減らしたりしたくなった,"I started with a plain array, but then wanted to resize it freely.",ArrayList,engineer,配列はサイズが固定だが、要素の追加・削除に応じて自動的にサイズが変わる可変長のリストが「ArrayList」。
1514,Java大ピンチ,31,L,真ん中への挿入ばかりで配列のコピーに時間がかかっていた,Inserting in the middle kept forcing slow array copies.,LinkedList,engineer,配列（ArrayList）は途中への挿入のたびに後続要素をずらす必要があり時間がかかるが、要素同士を鎖のようにつなげて管理する「LinkedList」なら挿入・削除を効率的に行える。
1515,Java大ピンチ,22,H,同じ値がリストの中に何個も紛れ込んでいた,The same value kept sneaking into the list multiple times.,HashSet,engineer,重複した値を許さずに集合として管理したい場合は、同じ値を自動的に1つにまとめてくれる「HashSet」を使う。
1516,Java大ピンチ,32,T,キーの並び順がいつもバラバラで整列させたかった,"The key order was always scrambled, and I wanted it sorted.",TreeMap,engineer,通常のHashMapはキーの並び順が保証されないが、キーを常に順序付けて保持してくれるのが「TreeMap」。
1517,Java大ピンチ,23,S,文字列を+で繋ぐたびに新しいオブジェクトが量産されていた,Every string concatenation quietly created a brand-new object.,StringBuilder,engineer,文字列（String）は+で連結するたびに新しいオブジェクトが作られてしまうため非効率で、内部バッファを使って効率よく文字列を組み立てられる「StringBuilder」を使うとよい。
1518,Java大ピンチ,33,O,戻り値がnullかもしれないのにそのまま呼び出してしまいそうだった,"The return value might be null, and I almost called it blindly.",Optional,engineer,値が存在しないかもしれないことを型で表現し、nullチェックを強制することでNullPointerExceptionを防ぐ仕組みが「Optional」。
1519,Java大ピンチ,37,S,forループを何重にも書いていたらコードが読みにくくなった,Nested for-loops piled up until the code became unreadable.,Stream,engineer,コレクションに対するループ処理を、フィルタや変換等の操作を連ねる形で簡潔に書けるようにするのが「Stream」API。
1520,Java大ピンチ,24,I,実装は持たずにメソッドの形だけ決めておきたかった,"I wanted to define only the method shapes, with no implementation.",Interface,engineer,メソッドの中身（実装）は持たず、どんなメソッドを持つべきかという形（仕様）だけを定義するのが「Interface」。
1521,Java大ピンチ,25,A,共通の処理だけ用意して残りは子クラスに任せたかった,I wanted to share some logic but leave the rest to subclasses.,Abstract Class,engineer,共通する処理はあらかじめ実装しておきつつ、一部の処理は子クラスでの実装を強制したい場合に使うのが「Abstract Class（抽象クラス）」。
1522,Java大ピンチ,38,G,同じクラスを型ごとにいくつも書きそうになった,I was about to duplicate the same class for every type.,Generics,engineer,扱う型を後から指定できるようにすることで、型ごとに同じようなクラスを何個も書かずに済むようにする仕組みが「Generics（総称型）」。
1523,Java大ピンチ,26,T,例外が起きても最後の後始末だけは必ずやりたかった,"Even if an exception occurs, the cleanup still has to run.",try-catch-finally,engineer,例外が発生してもしなくても必ず実行したい後始末の処理（リソースの解放等）を書くのが「try-catch-finally」の`finally`ブロック。
1524,Java大ピンチ,40,S,複数のスレッドが同時に同じ値を書き換えにきた,Multiple threads tried to rewrite the same value at once.,synchronized,engineer,複数のスレッドが同時に同じデータへアクセス・変更すると不整合が起きるため、一度に1つのスレッドしか処理できないようにするのが「synchronized」。
1525,Java大ピンチ,39,T,重い処理のせいで画面が固まったように見えた,A heavy task made everything look frozen.,Thread,engineer,時間のかかる処理を画面の更新と同じ流れ（メインスレッド）で行うと固まって見えてしまうため、別の処理の流れである「Thread」に任せて並行して実行させる。
1526,Java大ピンチ,27,O,親クラスと同じ動きしかせず子クラスらしい振る舞いに変えられなかった,"The subclass behaved just like its parent, and I needed to change that.",Override,engineer,親クラスのメソッドを子クラス側で独自の処理に上書きすることを「Override（オーバーライド）」といい、これを行わないと親クラスと同じ動きのままになってしまう。
1527,Java大ピンチ,34,E,中身が同じはずのオブジェクトが別物として扱われてしまった,Two objects with identical content were treated as different.,equals/hashCode,engineer,オブジェクト同士の「同じ」を中身の値で判定するには、比較方法を定義する「equals」（とセットで扱う「hashCode」）を実装する必要があり、これが無いと別物として扱われてしまう。
1528,Java大ピンチ,18,F,あとから値を変えられないように絶対に守りたかった,I wanted to make sure that value could never be changed again.,final,engineer,一度設定した値やクラス・メソッドをあとから変更・上書きできないように固定するのが「final」修飾子。
1529,Java大ピンチ,19,S,インスタンスを作らなくてもその機能だけ使いたかった,I wanted to use that feature without ever creating an instance.,static,engineer,インスタンス（オブジェクト）を生成しなくても、クラスに直接紐づく形でメソッドやフィールドを使えるようにするのが「static」修飾子。
1601,コードレビューかるた,-,D,同じコードが複数箇所に存在する,The same code exists in multiple places.,DRY原則,engineer,-
1602,コードレビューかるた,-,か,変数名から役割が分からない,It's unclear what a variable does from its name.,可読性,engineer,-
1603,コードレビューかるた,-,た,1つのメソッドが長すぎる,A single method is too long.,単一責任の原則,engineer,-
1604,コードレビューかるた,-,ま,意味のわからない数値が直接書かれている,An unexplained number is hard-coded directly in the code.,マジックナンバー,engineer,-
1605,コードレビューかるた,-,ね,条件分岐が何重にも入れ子になっている,Conditional branches are nested many levels deep.,ネストが深い,engineer,-
1606,コードレビューかるた,-,め,変数名やクラス名のつけ方が統一されていない,Variable and class naming is inconsistent.,命名規則違反,engineer,-
1607,コードレビューかるた,-,て,重要な処理にテストが書かれていない,Critical logic has no tests.,テストカバレッジ不足,engineer,-
1608,コードレビューかるた,-,は,設定値がコード中に直接埋め込まれている,Configuration values are embedded directly in the code.,ハードコーディング,engineer,-
1609,コードレビューかるた,-,れ,catchした例外を何もせず無視している,A caught exception is silently ignored.,例外の握りつぶし,engineer,-
1610,コードレビューかるた,-,ぐ,どこからでも書き換えられる変数を多用している,Overuse of variables that can be modified from anywhere.,グローバル変数の濫用,engineer,-
1611,コードレビューかるた,-,こ,複雑な処理の意図が説明されていない,The intent behind complex logic is not explained.,コメント不足,engineer,-
1612,コードレビューかるた,-,じ,同じロジックが何箇所にもコピーされている,The same logic is copy-pasted in many places.,重複コード,engineer,-
1613,コードレビューかるた,-,そ,条件を満たしたらすぐに関数を抜けず深く入れ子にしている,"Doesn't exit early when a condition is met, leading to deep nesting.",早期return,engineer,-
1614,コードレビューかるた,-,ふ,名前から想像できない値の変更を行う関数,A function that changes values in ways its name doesn't suggest.,副作用のある関数,engineer,-
1615,コードレビューかるた,-,み,クラス同士が内部実装に強く依存している,Classes depend heavily on each other's internal implementation.,密結合,engineer,-
1616,コードレビューかるた,-,で,呼び出されない不要なコードが残っている,Unused code that is never called remains in the codebase.,デッドコード,engineer,-
1617,コードレビューかるた,-,S,ユーザー入力をそのままSQLに組み込んでいる,User input is embedded directly into SQL without sanitization.,SQLインジェクション脆弱性,engineer,-
1618,コードレビューかるた,-,ふ,使われていないモジュールが読み込まれている,Unused modules are imported.,不要なimport,engineer,-
1619,コードレビューかるた,-,ろ,エラー発生時に原因を追えるログがない,There are no logs to trace the cause when an error occurs.,ログ出力不足,engineer,-
1620,コードレビューかるた,-,ば,入力値の検証が行われていない,Input values are not validated.,バリデーション漏れ,engineer,-
1621,コードレビューかるた,-,れ,並行処理の実行順序によって結果が変わる不具合,A bug where the result depends on the timing of concurrent execution.,レースコンディション,engineer,-
1622,コードレビューかるた,-,か,将来使うかもしれない機能を先に作り込んでいる,Building functionality preemptively for hypothetical future use.,過剰な抽象化,engineer,-
1701,セキュリティ大ピンチ,10,は,アカウント全部　同じパスワードだった,I used the same password for every account.,パスワードリスト攻撃,engineer,すべてのサービスで同じパスワードを使い回していると、どこか1つから漏れたID・パスワードの組み合わせが他のサービスへの不正ログインにそのまま使われてしまう。これが「パスワードリスト攻撃」。
1702,セキュリティ大ピンチ,15,ふ,いそいで振り込め　メールを信じた,I trusted an urgent payment email.,フィッシング,engineer,「急いで振り込め」と急かすメールを本物だと信じ込んでしまうのは、金融機関や取引先になりすまして情報や金銭をだまし取る「フィッシング」の典型的な手口。
1703,セキュリティ大ピンチ,12,ま,USBを拾って　そのまま挿した,I plugged in a USB drive I found.,マルウェア,engineer,落ちていたUSBメモリを疑わずにパソコンへ挿すと、中に仕込まれた「マルウェア」（悪意のあるソフトウェア）に感染してしまう危険がある。
1704,セキュリティ大ピンチ,40,し,APIキーを　GitHubで公開した,I exposed an API key on GitHub.,シークレット管理,engineer,APIキーのような秘密情報をコードと一緒にGitHubへ公開してしまうのは、パスワードや鍵情報を安全に保管・管理する「シークレット管理」が徹底されていなかったために起きるミス。
1705,セキュリティ大ピンチ,16,ふ,おなじログイン画面だと　思い込んだ,I assumed the login page was genuine.,フィッシングサイト,engineer,本物そっくりに作られた偽のログイン画面を、いつもと同じ画面だと思い込んでIDやパスワードを入力してしまうのが「フィッシングサイト」の被害。
1706,セキュリティ大ピンチ,21,て,開発用パスワードを　本番でも使った,I used a development password in production.,デフォルトパスワード,engineer,開発環境用に設定した簡単なパスワードをそのまま本番環境でも使い続けると、初期設定のまま変更されていない「デフォルトパスワード」を突かれて不正アクセスされやすくなる。
1707,セキュリティ大ピンチ,27,し,きょうもパッチを　後回しにした,I postponed installing security patches again.,脆弱性,engineer,セキュリティパッチの適用を先延ばしにし続けると、ソフトウェアに残る「脆弱性」（弱点）がそのまま放置され、攻撃者に悪用される隙を与えてしまう。
1708,セキュリティ大ピンチ,28,ら,暗号化されても　バックアップがない,Everything was encrypted and I had no backup.,ランサムウェア,engineer,データを勝手に暗号化して身代金を要求する「ランサムウェア」に感染すると、バックアップが無ければ暗号化前の状態に戻す手段が無くなってしまう。
1709,セキュリティ大ピンチ,41,え,検索欄から　データベースが壊れた,The database broke through the search box.,SQLインジェクション,engineer,検索欄に入力した文字がそのままSQL文の一部として実行されてしまい、データベースを不正に操作・破壊されるのが「SQLインジェクション」。
1710,セキュリティ大ピンチ,42,く,コメントを書いたら　勝手に画面が動いた,A comment caused unexpected script execution.,XSS,engineer,投稿したコメントに仕込まれたスクリプトが、閲覧した他の利用者のブラウザ上で勝手に実行されてしまうのが「XSS（クロスサイトスクリプティング）」。
1711,セキュリティ大ピンチ,45,し,サイトを見ただけで　退会していた,I was logged out or unsubscribed just by visiting a page.,CSRF,engineer,悪意のあるサイトを開いただけで、本人の意図しないリクエスト（退会処理など）が別サイトへ勝手に送られてしまうのが「CSRF（クロスサイトリクエストフォージェリ）」。
1712,セキュリティ大ピンチ,35,に,知らない人まで　管理画面に入れた,Unauthorized users reached the admin screen.,認可不備,engineer,本来アクセスできないはずの人まで管理画面に入れてしまうのは、権限に応じたアクセス制御が正しく行われていない「認可不備」が原因。
1713,セキュリティ大ピンチ,22,あ,すでに退職した人が　まだログインしていた,A former employee could still log in.,アカウント管理,engineer,退職者のアカウントを削除・無効化し忘れると、権限を持ったまま外部からログインできてしまう。これを防ぐのが日々の「アカウント管理」。
1714,セキュリティ大ピンチ,30,さ,全員を管理者に　してしまった,I gave everyone administrator privileges.,最小権限の原則,engineer,全員に管理者権限を与えてしまうと、必要最小限の権限だけを与えるべきという「最小権限の原則」に反し、被害が広がりやすくなる。
1715,セキュリティ大ピンチ,17,て,そのままHTTPで　ログインした,I logged in over HTTP.,TLS,engineer,暗号化されていないHTTPのままログイン情報を送信すると通信内容を盗み見られる恐れがあり、これを防ぐために通信を暗号化する仕組みが「TLS」。
